item,count,rank
3244,12,1917
72737,12,1918
27801,12,1919
2247,12,1920
44761,12,1921
71745,12,1922
1277,12,1923
493,12,1924
3429,12,1925
80219,12,1926
1081,12,1927
187593,12,1928
421,12,1929
51077,12,1930
490,12,1931
1772,12,1932
8370,12,1933
80906,12,1934
2867,12,1935
3997,12,1936
537,12,1937
332,12,1938
842,12,1939
7151,12,1940
2312,12,1941
3998,12,1942
54999,12,1943
2476,12,1944
798,12,1945
6753,12,1946
154,12,1947
1956,12,1948
999,12,1949
4005,12,1950
90746,12,1951
44974,12,1952
135536,12,1953
34520,12,1954
119141,12,1955
810,12,1956
2952,12,1957
1416,12,1958
36708,12,1959
2404,12,1960
99112,12,1961
111113,12,1962
2532,12,1963
5135,12,1964
4153,12,1965
111743,12,1966
8373,12,1967
62374,11,1968
44840,11,1969
7247,11,1970
2921,11,1971
3688,11,1972
1295,11,1973
5608,11,1974
5812,11,1975
4291,11,1976
801,11,1977
93326,11,1978
104241,11,1979
489,11,1980
1173,11,1981
5294,11,1982
52435,11,1983
6482,11,1984
1289,11,1985
157,11,1986
8965,11,1987
93363,11,1988
2153,11,1989
3035,11,1990
59387,11,1991
373,11,1992
104913,11,1993
1078,11,1994
2796,11,1995
46335,11,1996
5265,11,1997
4642,11,1998
3053,11,1999
2827,11,2000
2346,11,2001
1273,11,2002
709,11,2003
6793,11,2004
2822,11,2005
5049,11,2006
2249,11,2007
6294,11,2008
59725,11,2009
5693,11,2010
3062,11,2011
48082,11,2012
4487,11,2013
83349,11,2014
40732,11,2015
4326,11,2016
59258,11,2017
1834,11,2018
6662,11,2019
742,11,2020
86190,11,2021
7046,11,2022
3004,11,2023
5650,11,2024
52287,11,2025
4036,11,2026
159093,11,2027
4340,11,2028
54004,11,2029
1810,11,2030
45501,11,2031
1735,11,2032
1218,11,2033
6242,11,2034
89904,11,2035
1189,11,2036
3359,11,2037
3451,11,2038
37727,11,2039
1342,11,2040
89774,11,2041
63876,11,2042
381,11,2043
1041,11,2044
2135,11,2045
30822,11,2046
1216,11,2047
1963,11,2048
8623,11,2049
4368,11,2050
5108,11,2051
599,11,2052
3741,11,2053
3824,11,2054
2414,11,2055
2926,11,2056
1480,11,2057
110553,11,2058
71464,11,2059
3783,11,2060
631,11,2061
65088,11,2062
91077,11,2063
965,11,2064
66203,11,2065
6535,11,2066
64983,11,2067
117590,11,2068
49274,11,2069
64716,11,2070
2122,11,2071
31433,11,2072
3397,11,2073
1483,11,2074
3784,11,2075
4149,11,2076
5128,11,2077
640,11,2078
55442,11,2079
3388,11,2080
4386,11,2081
1194,11,2082
139644,11,2083
28,11,2084
2648,11,2085
27815,11,2086
694,11,2087
1944,11,2088
994,11,2089
137857,11,2090
87520,11,2091
48783,11,2092
1379,11,2093
3503,11,2094
55282,11,2095
7324,11,2096
27808,11,2097
1474,11,2098
1950,11,2099
97225,11,2100
4954,11,2101
991,11,2102
2433,11,2103
3189,11,2104
1615,11,2105
76293,11,2106
42011,11,2107
1131,11,2108
3831,11,2109
56941,11,2110
3268,11,2111
48877,11,2112
3259,11,2113
2622,11,2114
3261,11,2115
107348,11,2116
54190,11,2117
65261,11,2118
3262,11,2119
122906,11,2120
42723,11,2121
4333,10,2122
3676,10,2123
68135,10,2124
34338,10,2125
96829,10,2126
605,10,2127
37380,10,2128
1541,10,2129
2097,10,2130
81537,10,2131
135133,10,2132
818,10,2133
1096,10,2134
65514,10,2135
3742,10,2136
3484,10,2137
8977,10,2138
134393,10,2139
3524,10,2140
67923,10,2141
2111,10,2142
5380,10,2143
4322,10,2144
6305,10,2145
51084,10,2146
711,10,2147
258,10,2148
6958,10,2149
2138,10,2150
79057,10,2151
116897,10,2152
114935,10,2153
62155,10,2154
174,10,2155
78772,10,2156
728,10,2157
5621,10,2158
50794,10,2159
2089,10,2160
78209,10,2161
47044,10,2162
328,10,2163
7263,10,2164
3616,10,2165
2142,10,2166
3708,10,2167
120466,10,2168
6367,10,2169
3707,10,2170
69784,10,2171
5296,10,2172
79134,10,2173
27846,10,2174
6893,10,2175
166643,10,2176
2176,10,2177
32029,10,2178
3018,10,2179
3019,10,2180
71899,10,2181
1678,10,2182
169,10,2183
37830,10,2184
4787,10,2185
150548,10,2186
393,10,2187
3358,10,2188
195,10,2189
3334,10,2190
68793,10,2191
5500,10,2192
4799,10,2193
5329,10,2194
3067,10,2195
5220,10,2196
322,10,2197
61250,10,2198
79139,10,2199
31221,10,2200
1290,10,2201
84392,10,2202
2875,10,2203
2518,10,2204
2517,10,2205
1927,10,2206
2513,10,2207
91094,10,2208
4396,10,2209
7137,10,2210
464,10,2211
4903,10,2212
4902,10,2213
94,10,2214
4167,10,2215
91485,10,2216
971,10,2217
4994,10,2218
1147,10,2219
7150,10,2220
7154,10,2221
166461,10,2222
8947,10,2223
56251,10,2224
97,10,2225
2793,10,2226
2296,10,2227
87430,10,2228
2718,10,2229
1185,10,2230
918,10,2231
52458,10,2232
86644,10,2233
2690,10,2234
2734,10,2235
129354,10,2236
1873,10,2237
5970,10,2238
57504,10,2239
2279,10,2240
102481,10,2241
4103,10,2242
88785,10,2243
2594,10,2244
55363,10,2245
58156,10,2246
1241,10,2247
2772,10,2248
92535,10,2249
6058,10,2250
1760,10,2251
1007,10,2252
423,10,2253
2380,10,2254
1969,10,2255
2917,10,2256
55830,10,2257
4255,10,2258
2924,10,2259
45668,10,2260
89,10,2261
8014,10,2262
55768,10,2263
40826,10,2264
2361,10,2265
4228,10,2266
55721,10,2267
1017,10,2268
55232,10,2269
674,9,2270
688,9,2271
95105,9,2272
2320,9,2273
678,9,2274
74795,9,2275
3265,9,2276
6299,9,2277
5540,9,2278
67197,9,2279
160438,9,2280
7285,9,2281
8643,9,2282
6952,9,2283
7132,9,2284
4936,9,2285
3814,9,2286
4427,9,2287
4880,9,2288
27,9,2289
446,9,2290
97923,9,2291
2644,9,2292
62956,9,2293
2709,9,2294
2148,9,2295
5247,9,2296
4280,9,2297
921,9,2298
1862,9,2299
3196,9,2300
7158,9,2301
6214,9,2302
7123,9,2303
93838,9,2304
5955,9,2305
5959,9,2306
47122,9,2307
3844,9,2308
74946,9,2309
63072,9,2310
8666,9,2311
931,9,2312
35957,9,2313
5093,9,2314
87485,9,2315
1238,9,2316
3249,9,2317
3250,9,2318
87529,9,2319
89804,9,2320
4387,9,2321
3347,9,2322
45730,9,2323
53123,9,2324
101142,9,2325
3444,9,2326
7981,9,2327
1390,9,2328
5401,9,2329
2389,9,2330
111921,9,2331
93,9,2332
312,9,2333
52885,9,2334
1012,9,2335
1010,9,2336
71156,9,2337
6238,9,2338
6104,9,2339
2456,9,2340
1009,9,2341
43936,9,2342
3505,9,2343
6765,9,2344
3515,9,2345
2408,9,2346
36535,9,2347
5363,9,2348
8132,9,2349
33437,9,2350
43679,9,2351
3754,9,2352
66,9,2353
6890,9,2354
49396,9,2355
33646,9,2356
2558,9,2357
1914,9,2358
37857,9,2359
517,9,2360
57528,9,2361
5293,9,2362
2372,9,2363
437,9,2364
3685,9,2365
205,9,2366
72407,9,2367
2531,9,2368
8507,9,2369
4678,9,2370
64620,9,2371
2373,9,2372
2524,9,2373
37731,9,2374
5139,9,2375
2374,9,2376
112171,9,2377
5146,9,2378
42002,9,2379
69640,9,2380
305,9,2381
4553,9,2382
38886,9,2383
171763,9,2384
7669,9,2385
2183,9,2386
55267,9,2387
5008,9,2388
3095,9,2389
2262,9,2390
4047,9,2391
120799,9,2392
96110,9,2393
46948,9,2394
2034,9,2395
3991,9,2396
164909,9,2397
6617,9,2398
1280,9,2399
2747,9,2400
2745,9,2401
3877,9,2402
86345,9,2403
83613,9,2404
135861,9,2405
95720,9,2406
26614,9,2407
5047,9,2408
2806,9,2409
39444,9,2410
1300,9,2411
4989,9,2412
133419,9,2413
4519,9,2414
1268,9,2415
3918,9,2416
175303,9,2417
3022,9,2418
2843,9,2419
861,9,2420
61248,9,2421
2860,9,2422
3071,9,2423
4732,9,2424
8866,9,2425
3983,9,2426
2236,9,2427
3040,9,2428
829,9,2429
6615,9,2430
2027,9,2431
2726,9,2432
3155,9,2433
5784,9,2434
2015,9,2435
62336,9,2436
50601,9,2437
809,9,2438
2941,9,2439
1734,9,2440
358,9,2441
68205,8,2442
2022,8,2443
3727,8,2444
1939,8,2445
433,8,2446
92420,8,2447
4010,8,2448
613,8,2449
2458,8,2450
2457,8,2451
37382,8,2452
782,8,2453
4899,8,2454
8966,8,2455
2861,8,2456
3943,8,2457
3498,8,2458
558,8,2459
7155,8,2460
57,8,2461
2445,8,2462
56339,8,2463
2443,8,2464
3950,8,2465
52952,8,2466
2473,8,2467
7076,8,2468
4866,8,2469
482,8,2470
7007,8,2471
1806,8,2472
3675,8,2473
1414,8,2474
2322,8,2475
99813,8,2476
5040,8,2477
7161,8,2478
74,8,2479
32296,8,2480
2935,8,2481
56788,8,2482
5420,8,2483
161582,8,2484
7063,8,2485
60766,8,2486
71282,8,2487
48997,8,2488
92,8,2489
8937,8,2490
32598,8,2491
3466,8,2492
2112,8,2493
111617,8,2494
3512,8,2495
143859,8,2496
2344,8,2497
68659,8,2498
5309,8,2499
3693,8,2500
55908,8,2501
3706,8,2502
1707,8,2503
13,8,2504
3705,8,2505
1461,8,2506
43871,8,2507
289,8,2508
5009,8,2509
8,8,2510
360,8,2511
8973,8,2512
2919,8,2513
544,8,2514
44694,8,2515
163645,8,2516
1279,8,2517
6303,8,2518
6774,8,2519
3614,8,2520
1132,8,2521
804,8,2522
6187,8,2523
95875,8,2524
143385,8,2525
6166,8,2526
70336,8,2527
146656,8,2528
3549,8,2529
7802,8,2530
2033,8,2531
7169,8,2532
2870,8,2533
1425,8,2534
3649,8,2535
4508,8,2536
51080,8,2537
2348,8,2538
1005,8,2539
36525,8,2540
80693,8,2541
2401,8,2542
67408,8,2543
93270,8,2544
3959,8,2545
1011,8,2546
5323,8,2547
1701,8,2548
2392,8,2549
2889,8,2550
55995,8,2551
160080,8,2552
1966,8,2553
3566,8,2554
7034,8,2555
4437,8,2556
101362,8,2557
416,8,2558
27803,8,2559
5524,8,2560
667,8,2561
32019,8,2562
140174,8,2563
2759,8,2564
131013,8,2565
58299,8,2566
2048,8,2567
1658,8,2568
3208,8,2569
6264,8,2570
39381,8,2571
407,8,2572
3204,8,2573
3201,8,2574
3200,8,2575
176101,8,2576
50442,8,2577
5900,8,2578
448,8,2579
89753,8,2580
6707,8,2581
7366,8,2582
41573,8,2583
2568,8,2584
43,8,2585
30894,8,2586
177,8,2587
2162,8,2588
6266,8,2589
79008,8,2590
78574,8,2591
8645,8,2592
5553,8,2593
86298,8,2594
107141,8,2595
932,8,2596
102686,8,2597
54736,8,2598
1889,8,2599
63062,8,2600
2668,8,2601
4052,8,2602
177593,8,2603
4062,8,2604
940,8,2605
4090,8,2606
2752,8,2607
62081,8,2608
98491,8,2609
3272,8,2610
4941,8,2611
4857,8,2612
3896,8,2613
2613,8,2614
99117,8,2615
55280,8,2616
2259,8,2617
6006,8,2618
5055,8,2619
710,8,2620
1232,8,2621
55261,8,2622
46322,8,2623
3061,8,2624
2171,8,2625
7255,8,2626
57274,8,2627
149406,8,2628
180031,8,2629
4477,8,2630
7573,8,2631
3054,8,2632
82,8,2633
4359,8,2634
2799,8,2635
130520,8,2636
4587,8,2637
50912,8,2638
1924,8,2639
5582,8,2640
4914,8,2641
90647,8,2642
71838,8,2643
6731,8,2644
4349,8,2645
4155,8,2646
27788,8,2647
2014,8,2648
2155,8,2649
4133,8,2650
59421,8,2651
5478,8,2652
1346,8,2653
2560,8,2654
4132,8,2655
3152,8,2656
105213,8,2657
27731,8,2658
3385,8,2659
7256,8,2660
4719,8,2661
2551,8,2662
7570,8,2663
5882,8,2664
31420,8,2665
79224,8,2666
1858,8,2667
2130,8,2668
2269,8,2669
161131,8,2670
4037,8,2671
4068,7,2672
4713,7,2673
54256,7,2674
4649,7,2675
426,7,2676
378,7,2677
4380,7,2678
39414,7,2679
53460,7,2680
325,7,2681
52319,7,2682
45210,7,2683
53129,7,2684
4450,7,2685
62644,7,2686
48322,7,2687
41716,7,2688
167746,7,2689
3873,7,2690
4744,7,2691
4056,7,2692
64497,7,2693
3952,7,2694
4889,7,2695
43836,7,2696
65682,7,2697
5159,7,2698
43396,7,2699
436,7,2700
159817,7,2701
65216,7,2702
438,7,2703
48982,7,2704
58154,7,2705
64575,7,2706
4741,7,2707
47644,7,2708
60937,7,2709
64622,7,2710
522,7,2711
4159,7,2712
40339,7,2713
61160,7,2714
274,7,2715
4681,7,2716
3811,7,2717
47999,7,2718
5106,7,2719
505,7,2720
4225,7,2721
255,7,2722
158872,7,2723
450,7,2724
4951,7,2725
5094,7,2726
4109,7,2727
149354,7,2728
39715,7,2729
40148,7,2730
58162,7,2731
42725,7,2732
473,7,2733
51709,7,2734
5004,7,2735
4654,7,2736
4006,7,2737
53468,7,2738
56156,7,2739
36527,7,2740
65802,7,2741
49822,7,2742
80831,7,2743
3684,7,2744
1681,7,2745
8808,7,2746
86377,7,2747
86347,7,2748
8814,7,2749
86320,7,2750
2750,7,2751
106642,7,2752
8860,7,2753
132046,7,2754
1627,7,2755
133771,7,2756
106766,7,2757
2815,7,2758
85367,7,2759
85342,7,2760
6987,7,2761
2730,7,2762
2729,7,2763
950,7,2764
2550,7,2765
6639,7,2766
34534,7,2767
6645,7,2768
6996,7,2769
106491,7,2770
6001,7,2771
901,7,2772
945,7,2773
943,7,2774
8633,7,2775
1646,7,2776
126,7,2777
906,7,2778
8880,7,2779
2829,7,2780
2846,7,2781
3068,7,2782
80363,7,2783
3024,7,2784
3036,7,2785
79428,7,2786
79357,7,2787
3066,7,2788
6721,7,2789
135436,7,2790
1354,7,2791
27266,7,2792
3099,7,2793
735,7,2794
3102,7,2795
78637,7,2796
108729,7,2797
781,7,2798
2859,7,2799
82167,7,2800
848,7,2801
2877,7,2802
2879,7,2803
5803,7,2804
82202,7,2805
82169,7,2806
134170,7,2807
5747,7,2808
2906,7,2809
2907,7,2810
81788,7,2811
81782,7,2812
2936,7,2813
2946,7,2814
90439,7,2815
91104,7,2816
6932,7,2817
2500,7,2818
103384,7,2819
2040,7,2820
98124,7,2821
6380,7,2822
72,7,2823
97836,7,2824
96861,7,2825
2121,7,2826
2132,7,2827
2159,7,2828
103688,7,2829
2169,7,2830
7375,7,2831
7380,7,2832
7381,7,2833
2025,7,2834
1184,7,2835
63,7,2836
1948,7,2837
1855,7,2838
1863,7,2839
1866,7,2840
102716,7,2841
42,7,2842
7139,7,2843
1951,7,2844
99149,7,2845
1971,7,2846
1972,7,2847
1975,7,2848
1976,7,2849
1202,7,2850
6484,7,2851
2195,7,2852
2202,7,2853
2203,7,2854
2390,7,2855
87,7,2856
7934,7,2857
7980,7,2858
2381,7,2859
1286,7,2860
1713,7,2861
8042,7,2862
2354,7,2863
1694,7,2864
8169,7,2865
1689,7,2866
2469,7,2867
8340,7,2868
2492,7,2869
7013,7,2870
2351,7,2871
7036,7,2872
85,7,2873
7396,7,2874
7419,7,2875
95558,7,2876
2240,7,2877
6290,7,2878
7028,7,2879
1056,7,2880
6213,7,2881
122896,7,2882
6250,7,2883
2316,7,2884
2328,7,2885
7701,7,2886
2349,7,2887
3134,7,2888
2764,7,2889
140715,7,2890
3341,7,2891
1445,7,2892
5446,7,2893
1446,7,2894
3394,7,2895
170705,7,2896
3387,7,2897
72733,7,2898
6880,7,2899
3365,7,2900
31225,7,2901
662,7,2902
5501,7,2903
5568,7,2904
5504,7,2905
5508,7,2906
3308,7,2907
6881,7,2908
6763,7,2909
3296,7,2910
74530,7,2911
74545,7,2912
5530,7,2913
110730,7,2914
700,7,2915
32017,7,2916
3426,7,2917
32596,7,2918
71254,7,2919
4,7,2920
168248,7,2921
34323,7,2922
3629,7,2923
69278,7,2924
69436,7,2925
5292,7,2926
229,7,2927
5303,7,2928
5312,7,2929
3565,7,2930
5316,7,2931
5325,7,2932
33672,7,2933
33669,7,2934
33495,7,2935
3521,7,2936
5364,7,2937
3513,7,2938
71033,7,2939
3478,7,2940
1432,7,2941
6868,7,2942
110501,7,2943
1840,7,2944
5572,7,2945
3197,7,2946
5573,7,2947
1542,7,2948
704,7,2949
48142,6,2950
95543,6,2951
1083,6,2952
44193,6,2953
2239,6,2954
213,6,2955
1082,6,2956
611,6,2957
2261,6,2958
5379,6,2959
3494,6,2960
79242,6,2961
122898,6,2962
7460,6,2963
612,6,2964
95088,6,2965
2282,6,2966
122890,6,2967
95207,6,2968
33164,6,2969
3181,6,2970
3519,6,2971
3090,6,2972
7376,6,2973
7379,6,2974
157699,6,2975
2184,6,2976
217,6,2977
3079,6,2978
162606,6,2979
2208,6,2980
79185,6,2981
414,6,2982
3177,6,2983
3511,6,2984
44397,6,2985
4844,6,2986
6591,6,2987
44004,6,2988
135137,6,2989
7624,6,2990
3063,6,2991
3915,6,2992
55872,6,2993
5421,6,2994
627,6,2995
48520,6,2996
71520,6,2997
71579,6,2998
4215,6,2999
1004,6,3000
6619,6,3001
4211,6,3002
4210,6,3003
2418,6,3004
4205,6,3005
8154,6,3006
108156,6,3007
2430,6,3008
1018,6,3009
2357,6,3010
44788,6,3011
4233,6,3012
2306,6,3013
94780,6,3014
2315,6,3015
142448,6,3016
162350,6,3017
94478,6,3018
33154,6,3019
4248,6,3020
33145,6,3021
4498,6,3022
7757,6,3023
33085,6,3024
501,6,3025
37720,6,3026
1024,6,3027
3469,6,3028
6212,6,3029
51834,6,3030
7064,6,3031
6322,6,3032
69069,6,3033
27317,6,3034
4774,6,3035
4676,6,3036
569,6,3037
1977,6,3038
100383,6,3039
162578,6,3040
61,6,3041
69306,6,3042
78893,6,3043
1995,6,3044
103372,6,3045
7164,6,3046
3594,6,3047
6461,6,3048
1191,6,3049
1190,6,3050
1964,6,3051
1949,6,3052
7234,6,3053
45726,6,3054
149352,6,3055
548,6,3056
27741,6,3057
1875,6,3058
4452,6,3059
45732,6,3060
1255,6,3061
556,6,3062
6820,6,3063
103339,6,3064
6536,6,3065
1931,6,3066
101112,6,3067
68952,6,3068
100498,6,3069
1226,6,3070
34332,6,3071
4754,6,3072
1177,6,3073
2436,6,3074
45028,6,3075
136598,6,3076
3550,6,3077
7327,6,3078
4812,6,3079
5339,6,3080
7101,6,3081
119155,6,3082
6338,6,3083
4815,6,3084
2151,6,3085
96811,6,3086
96728,6,3087
66297,6,3088
1809,6,3089
347,6,3090
160980,6,3091
1797,6,3092
1126,6,3093
2099,6,3094
7235,6,3095
5319,6,3096
3889,6,3097
2036,6,3098
27772,6,3099
2042,6,3100
45440,6,3101
62113,6,3102
1821,6,3103
77866,6,3104
4748,6,3105
45221,6,3106
117895,6,3107
7319,6,3108
5585,6,3109
52241,6,3110
51939,6,3111
2092,6,3112
2093,6,3113
2432,6,3114
4203,6,3115
429,6,3116
2787,6,3117
191,6,3118
4978,6,3119
275,6,3120
4546,6,3121
3029,6,3122
160563,6,3123
250,6,3124
75985,6,3125
459,6,3126
108928,6,3127
8879,6,3128
5039,6,3129
80166,6,3130
8908,6,3131
1334,6,3132
84601,6,3133
1365,6,3134
85774,6,3135
6669,6,3136
851,6,3137
85780,6,3138
64034,6,3139
5941,6,3140
1594,6,3141
3422,6,3142
3799,6,3143
5479,6,3144
4616,6,3145
64030,6,3146
130634,6,3147
2748,6,3148
73268,6,3149
86293,6,3150
886,6,3151
132,6,3152
3032,6,3153
85881,6,3154
8869,6,3155
166534,6,3156
346,6,3157
5942,6,3158
8968,6,3159
27821,6,3160
81784,6,3161
3238,6,3162
47640,6,3163
2940,6,3164
75805,6,3165
2956,6,3166
2971,6,3167
5016,6,3168
81156,6,3169
2976,6,3170
4564,6,3171
60161,6,3172
49932,6,3173
80860,6,3174
3841,6,3175
3955,6,3176
166635,6,3177
828,6,3178
139642,6,3179
833,6,3180
2880,6,3181
472,6,3182
155,6,3183
6974,6,3184
82854,6,3185
82852,6,3186
3266,6,3187
330,6,3188
3993,6,3189
110771,6,3190
26133,6,3191
3007,6,3192
5792,6,3193
3987,6,3194
3835,6,3195
3985,6,3196
1361,6,3197
5048,6,3198
40581,6,3199
90249,6,3200
2506,6,3201
8493,6,3202
90522,6,3203
140711,6,3204
8531,6,3205
2548,6,3206
2549,6,3207
3770,6,3208
3404,6,3209
43560,6,3210
7001,6,3211
444,6,3212
2553,6,3213
130490,6,3214
354,6,3215
1454,6,3216
136562,6,3217
2504,6,3218
2574,6,3219
4158,6,3220
8207,6,3221
91976,6,3222
56715,6,3223
8254,6,3224
4178,6,3225
1683,6,3226
108945,6,3227
56801,6,3228
126548,6,3229
3412,6,3230
91128,6,3231
6062,6,3232
2497,6,3233
3766,6,3234
32011,6,3235
58103,6,3236
27721,6,3237
3925,6,3238
127202,6,3239
3788,6,3240
3927,6,3241
50685,6,3242
1593,6,3243
942,6,3244
4102,6,3245
5452,6,3246
87192,6,3247
31427,6,3248
2676,6,3249
46974,6,3250
116799,6,3251
936,6,3252
179401,6,3253
6664,6,3254
88812,6,3255
938,6,3256
3392,6,3257
2579,6,3258
8614,6,3259
64231,6,3260
89087,6,3261
42004,6,3262
1389,6,3263
948,6,3264
949,6,3265
127198,6,3266
171,6,3267
3041,6,3268
7115,5,3269
6777,5,3270
6666,5,3271
6686,5,3272
7044,5,3273
6624,5,3274
6713,5,3275
6975,5,3276
47950,5,3277
6985,5,3278
187595,5,3279
47423,5,3280
6702,5,3281
6794,5,3282
6951,5,3283
6832,5,3284
4735,5,3285
7027,5,3286
6663,5,3287
6724,5,3288
7008,5,3289
161634,5,3290
7018,5,3291
6887,5,3292
45928,5,3293
6791,5,3294
8604,5,3295
7117,5,3296
40414,5,3297
39435,5,3298
39449,5,3299
27592,5,3300
5628,5,3301
5632,5,3302
27156,5,3303
27020,5,3304
26903,5,3305
26729,5,3306
5665,5,3307
5666,5,3308
26680,5,3309
5080,5,3310
26258,5,3311
26242,5,3312
26152,5,3313
5027,5,3314
26131,5,3315
26084,5,3316
259,5,3317
9010,5,3318
5796,5,3319
5804,5,3320
270,5,3321
39400,5,3322
5570,5,3323
6538,5,3324
5450,5,3325
34542,5,3326
34334,5,3327
5298,5,3328
33903,5,3329
242,5,3330
33158,5,3331
168418,5,3332
32898,5,3333
32291,5,3334
5434,5,3335
169984,5,3336
5451,5,3337
5081,5,3338
37739,5,3339
31364,5,3340
5480,5,3341
190,5,3342
5107,5,3343
171011,5,3344
27912,5,3345
27839,5,3346
5548,5,3347
5092,5,3348
27822,5,3349
4990,5,3350
175569,5,3351
5874,5,3352
183897,5,3353
43904,5,3354
7845,5,3355
43921,5,3356
4867,5,3357
7700,5,3358
7698,5,3359
7649,5,3360
180985,5,3361
4846,5,3362
6301,5,3363
44709,5,3364
302,5,3365
5876,5,3366
44828,5,3367
4821,5,3368
75,5,3369
4814,5,3370
6370,5,3371
7320,5,3372
71,5,3373
68,5,3374
64,5,3375
6460,5,3376
45662,5,3377
165549,5,3378
7983,5,3379
8128,5,3380
8157,5,3381
8870,5,3382
5909,5,3383
4971,5,3384
8827,5,3385
41863,5,3386
8796,5,3387
116,5,3388
42418,5,3389
42632,5,3390
42718,5,3391
5993,5,3392
42728,5,3393
4921,5,3394
8607,5,3395
6014,5,3396
102,5,3397
4915,5,3398
6025,5,3399
8387,5,3400
8372,5,3401
4900,5,3402
8266,5,3403
8253,5,3404
334,5,3405
6811,5,3406
1043,5,3407
1016,5,3408
1006,5,3409
122902,5,3410
64285,5,3411
93272,5,3412
1014,5,3413
63853,5,3414
2382,5,3415
2377,5,3416
93721,5,3417
56805,5,3418
2356,5,3419
3840,5,3420
3858,5,3421
3864,5,3422
1034,5,3423
3871,5,3424
2303,5,3425
62250,5,3426
92938,5,3427
3764,5,3428
2429,5,3429
990,5,3430
3690,5,3431
66785,5,3432
66509,5,3433
66371,5,3434
90600,5,3435
3723,5,3436
3724,5,3437
90890,5,3438
65685,5,3439
3726,5,3440
2498,5,3441
91323,5,3442
2491,5,3443
65130,5,3444
973,5,3445
91653,5,3446
91974,5,3447
94953,5,3448
1050,5,3449
61236,5,3450
453,5,3451
2163,5,3452
59126,5,3453
120635,5,3454
118997,5,3455
2106,5,3456
1128,5,3457
4086,5,3458
1130,5,3459
2084,5,3460
4104,5,3461
118900,5,3462
2077,5,3463
2073,5,3464
2070,5,3465
117881,5,3466
58105,5,3467
117851,5,3468
2170,5,3469
4030,5,3470
2290,5,3471
458,5,3472
2287,5,3473
2275,5,3474
2266,5,3475
3946,5,3476
60514,5,3477
60487,5,3478
2263,5,3479
95449,5,3480
2252,5,3481
60037,5,3482
3992,5,3483
95858,5,3484
2206,5,3485
469,5,3486
2188,5,3487
96417,5,3488
4021,5,3489
3682,5,3490
2570,5,3491
67997,5,3492
78349,5,3493
3130,5,3494
3115,5,3495
72605,5,3496
79553,5,3497
3045,5,3498
3401,5,3499
3038,5,3500
6810,5,3501
140928,5,3502
3425,5,3503
71518,5,3504
81417,5,3505
2961,5,3506
813,5,3507
2937,5,3508
2925,5,3509
2922,5,3510
656,5,3511
73023,5,3512
619,5,3513
73266,5,3514
697,5,3515
3251,5,3516
3286,5,3517
74868,5,3518
74532,5,3519
3221,5,3520
3182,5,3521
3310,5,3522
3169,5,3523
77800,5,3524
78039,5,3525
3327,5,3526
3153,5,3527
73323,5,3528
73319,5,3529
3342,5,3530
725,5,3531
71379,5,3532
2888,5,3533
68073,5,3534
881,5,3535
86504,5,3536
2736,5,3537
580,5,3538
2732,5,3539
86781,5,3540
891,5,3541
3599,5,3542
2670,5,3543
69134,5,3544
87483,5,3545
3632,5,3546
2654,5,3547
128620,5,3548
128520,5,3549
550,5,3550
2618,5,3551
3672,5,3552
2769,5,3553
3557,5,3554
3470,5,3555
3553,5,3556
2883,5,3557
83803,5,3558
71135,5,3559
71106,5,3560
2866,5,3561
3501,5,3562
3506,5,3563
3525,5,3564
3528,5,3565
3529,5,3566
85056,5,3567
85401,5,3568
2810,5,3569
3538,5,3570
3545,5,3571
70599,5,3572
3548,5,3573
56921,5,3574
138210,5,3575
1582,5,3576
1468,5,3577
4267,5,3578
4509,5,3579
4265,5,3580
54648,5,3581
100163,5,3582
102033,5,3583
1983,5,3584
1643,5,3585
4465,5,3586
4234,5,3587
4591,5,3588
55577,5,3589
422,5,3590
104243,5,3591
4241,5,3592
1395,5,3593
55814,5,3594
1993,5,3595
4372,5,3596
4275,5,3597
1919,5,3598
1973,5,3599
4383,5,3600
1783,5,3601
4304,5,3602
158966,5,3603
110127,5,3604
1363,5,3605
1762,5,3606
101025,5,3607
49824,5,3608
1366,5,3609
1498,5,3610
1785,5,3611
104218,5,3612
1755,5,3613
1487,5,3614
4406,5,3615
1633,5,3616
1611,5,3617
101525,5,3618
343,5,3619
1667,5,3620
54281,5,3621
1187,5,3622
4220,5,3623
103810,5,3624
4544,5,3625
112788,5,3626
4356,5,3627
51931,5,3628
2017,5,3629
1703,5,3630
98585,5,3631
112818,5,3632
4474,5,3633
113378,5,3634
340,5,3635
4231,5,3636
156609,5,3637
4526,5,3638
1442,5,3639
1306,5,3640
4464,5,3641
113453,5,3642
390,5,3643
51575,5,3644
1554,5,3645
103235,5,3646
1399,5,3647
1192,5,3648
4334,5,3649
1264,5,3650
83132,4,3651
5809,4,3652
114795,4,3653
5843,4,3654
1592,4,3655
2851,4,3656
2836,4,3657
2882,4,3658
1598,4,3659
1602,4,3660
85020,4,3661
8951,4,3662
6695,4,3663
6687,4,3664
1605,4,3665
2050,4,3666
85022,4,3667
5891,4,3668
123,4,3669
6643,4,3670
128975,4,3671
2693,4,3672
5951,4,3673
1305,4,3674
7000,4,3675
86548,4,3676
105653,4,3677
130576,4,3678
86142,4,3679
5899,4,3680
105954,4,3681
6658,4,3682
2771,4,3683
1330,4,3684
85796,4,3685
2786,4,3686
879,4,3687
