item,title,rating
133951,Ginza Cosmetics,
98346,Excuse My Dust,
184809,The Obsessed,
96193,"Captain Video, Master of the Stratosphere",
85453,Kind Lady,
141294,Mr. Imperium,
134767,Warpath,
89831,The Strip,
131339,I Was an American Spy,
145317,The Family Secret,
146742,Behind Closed Shutters,
108924,Best of the Badmen,
132282,The Brave Bulls,
144128,Attention! Bandits!,
181131,"Juliette, or Key of Dreams",
144842,The Blue Veil,
144902,Under the Gun,
899,Singin' in the Rain,
1283,High Noon,
1226,The Quiet Man,
6669,Ikiru,
5470,The Importance of Being Earnest,
1943,The Greatest Show on Earth,
6611,Umberto D.,
3559,Limelight,
4188,Hans Christian Andersen,
3417,The Crimson Pirate,
5114,The Bad and the Beautiful,
5397,Monkey Business,
8731,Moulin Rouge,
7705,Pat and Mike,
6982,Forbidden Games,
25971,Carrie,
30712,The Narrow Margin,
6409,Bend of the River,
6527,Scaramouche,
6404,The White Sheik,
8875,"Come Back, Little Sheba",
7405,Road to Bali,
8503,Ivanhoe,
59188,Viva Zapata!,
56015,Kansas City Confidential,
5394,Don't Bother to Knock,
31588,Casque d'Or,
3207,The Snows of Kilimanjaro,
1070,Macao,
25975,The Life of Oharu,
163066,Rabbit Seasoning,
7408,Jack and the Beanstalk,
48909,5 Fingers,
8202,The Golden Coach,
25972,Clash by Night,
50356,The Little World of Don Camillo,
6830,Sudden Fear,
3314,The Big Trees,
71442,Le Plaisir,
174087,Feed the Kitty,
7398,Belles on Their Toes,
25966,Europe '51,
25976,Son of Paleface,
77983,Rancho Notorious,
126048,Pluto's Christmas Tree,
94917,Deadline - U.S.A.,
8693,What Price Glory,
25974,The Prisoner of Zenda,
34229,The Big Sky,
78186,The Sniper,
71350,Scandal Sheet,
71591,Abbott and Costello Meet Captain Kidd,
8399,We're Not Married!,
72298,The Lusty Men,
70223,Fanfan la Tulipe,
36264,My Cousin Rachel,
73457,The Flavor of Green Tea Over Rice,
78993,Waiting Women,
34473,The Star,
172473,The Scarlet Flower,
174091,Operation: Rabbit,
84098,Phone Call from a Stranger,
79610,Affair in Trinidad,
110593,O. Henry's Full House,
71942,The Sound Barrier,
88341,Park Row,
125982,Trick or Treat,
94801,The Steel Trap,
88816,My Son John,
197765,The Two Mouseketeers,
91655,April in Paris,
83581,The Marrying Kind,
33917,The Member of the Wedding,
9012,Ruby Gentry,
101749,The Machine That Kills Bad People,
80132,Children of Hiroshima,
110486,Big Jim McLain,
197767,Magical Maestro,
197763,"Water, Water Every Hare",
89521,The Winning Team,
87560,The Pride of St. Louis,
87258,The Thief,
87923,Room for One More,
92023,The Las Vegas Story,
25970,Carbine Williams,
197761,"Beep, Beep",
162868,The Emperor and the Golem,
200094,The Atomic City,
94204,Androcles and the Lion,
80269,Above and Beyond,
79953,With a Song in My Heart,
123113,Springfield Rifle,
109017,"Beware, My Lovely",
181859,Two Chips and a Miss,
121061,Manon of the Spring,
112019,Against All Flags,
147202,Beauties of the Night,
124971,This Woman Is Dangerous,
124769,Stolen Face,
140499,Sailor Beware,
83351,The Miracle of Our Lady of Fatima,
155695,Bela Lugosi Meets a Brooklyn Gorilla,
187255,Fit to Be Tied,
66282,The Cimarron Kid,
124296,"Invasion, U.S.A.",
117989,The Story of Robin Hood and His Merrie Men,
123679,Secret People,
123077,Talk About a Stranger,
165981,Diplomatic Courier,
188059,Kashtanka,
89393,Two Cents Worth of Hope,
71795,The Paris Express,
79642,Dreamboat,
81646,Million Dollar Mermaid,
109833,"Blackbeard, the Pirate",
203763,Bells of Atlantis,
181861,Let's Stick Together,
181875,How to Be a Detective,
147092,Has Anybody Seen My Gal,
65556,The Duel at Silver Creek,
107155,Captive Women,
173907,Le grand Méliès,
67298,Hangman's Knot,
164354,The Green Glove,
31535,At Sword's Point,
166332,The Stranger in Between,
147460,Noita palaa elämään,
80952,The Promoter,
187341,Father's Lion,
92446,The Overcoat,
83819,Plymouth Adventure,
177953,Radar Men from the Moon,
197759,Going! Going! Gosh!,
181781,Teachers Are People,
181771,Uncle Donald's Ants,
181873,Two Weeks Vacation,
181909,Pluto's Party,
125417,Stars and Stripes Forever,
153630,The Proud Princess,
125636,Youth of the Son,
204346,The Curious Adventures of Mr. Wonderbird,
124873,The Turning Point,
160153,Angels One Five,
124137,Man Bait,
157993,Mexican Bus Ride,
158992,The Captive City,
98344,Lovely to Look At,
125153,Vampire Over London,
99562,Les Miserables,
181855,Hello Aloha,
144804,Red Ball Express,
151151,The Ring,
135304,Toto in Color,
135312,Toto and the King of Rome,
193791,Howlings in Favour of De Sade,
188325,The Inspector-General,
88821,The Merry Widow,
134673,African Treasure,
152713,If I Should Die Before I Wake,
183311,Without Warning!,
154759,Mandragore,
186943,Crow Hollow,
193976,Man of Music,
125567,Pony Soldier,
185265,Crash of Silence,
185557,Red Planet Mars,
92025,My Man and I,
116233,Confidence Girl,
130261,Gambler and the Lady,
114140,Carson City,
114900,Stranger on the Prowl,
114573,A Girl in Every Port,
203761,Abstronic,
117995,Murder Will Out,
150090,The World in His Arms,
198339,Shuteye Popeye,
106270,Because You're Mine,
206014,The Little House,
68161,The Lawless Breed,
203737,Amaya,
139755,The Assassin,
137232,Flat Top,
196015,Selskiy vrach,
136401,The City Stands Trial,
200974,I Was It Three Times,
129430,Murder on Monday,
129223,Tarzan's Savage Fury,
118690,Eight Iron Men,
122367,The Sellout,
121723,My Six Convicts,
115752,Thief of Damascus,
147651,Ma and Pa Kettle at the Fair,
113014,California Conquest,
147090,Scarlet Angel,
148335,Skirts Ahoy!,
130128,Dead on Course,
117302,Denver and Rio Grande,
156517,No Holds Barred,
156321,Lost in Alaska,
155943,The Lion and the Horse,
124663,One Minute to Zero,
153676,The Black Castle,
152397,Penny Princess,
152535,Kangaroo,
155322,The Truth of Our Marriage,
161412,Babes in Bagdad,
160922,Si yo fuera diputado,
160924,El bombero atómico,
150104,Mister Taxi,
163084,The Savage,
122970,Montana Belle,
162116,The San Francisco Story,
162118,Assignment: Paris,
150206,Night Without Sleep,
151070,Holiday for Henrietta,
124444,Invitation,
124392,She's Working Her Way Through College,
123543,Folly to Be Wise,
123888,The Seven Deadly Sins,
94365,Chained for Life,
86314,The Happy Time,
134676,Bomba and the Jungle Girl,
88742,Desperate Search,
177383,The Story of Will Rogers,
105142,Barbed Wire,
105320,Apache Country,
173289,Lure of the Wilderness,
172797,Olympia 52,
112540,Bloodhounds of Broadway,
177399,When in Rome,
180945,The Belle of New York,
132858,Kid Monk Baroni,
178349,Mademoiselle Gobete,
102156,Zombies of the Stratosphere,
2087,Peter Pan,
916,Roman Holiday,
2662,The War of the Worlds,
3196,Stalag 17,
1944,From Here to Eternity,
3871,Shane,
3404,Titanic,
4356,Gentlemen Prefer Blondes,
6643,Tokyo Story,
7700,The Wages of Fear,
4357,How to Marry a Millionaire,
5017,The Big Heat,
935,The Band Wagon,
7209,Monsieur Hulot's Holiday,
2661,It Came from Outer Space,
8199,Ugetsu,
2939,Niagara,
6629,House of Wax,
2362,Glen or Glenda,
970,Beat the Devil,
4294,"The 5,000 Fingers of Dr. T.",
2185,I Confess,
6358,Kiss Me Kate,
7335,Pickup on South Street,
8848,I Vitelloni,
5372,Calamity Jane,
134849,Duck Amuck,
25999,The Wild One,
7942,Summer with Monika,
5983,Invaders from Mars,
32525,The Earrings of Madame De...,
6260,The Robe,
3121,The Hitch-Hiker,
51678,Julius Caesar,
44168,The Naked Spur,
40988,Hondo,
6657,"The Beast from 20,000 Fathoms",
5406,The Desert Rats,
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,
61937,Sawdust and Tinsel,
80191,Fear and Desire,
7822,Mogambo,
7571,The Blue Gardenia,
4400,Donovan's Brain,
8616,By the Light of the Silvery Moon,
8140,The Cruel Sea,
6520,Knights of the Round Table,
31158,Abbott and Costello Go to Mars,
50354,The Return of Don Camillo,
173955,Bully for Bugs,
31109,The Bigamist,
98246,The Seafarers,
53548,Robot Monster,
25980,Gate of Hell,
7565,Cat-Women of the Moon,
69626,Houdini,
76187,White Mane,
72161,99 River Street,
80258,The Moon Is Blue,
106498,Sadko,
77891,Little Fugitive,
6738,Indiscretion of an American Wife,
30942,Arrowhead,
197757,"Duck! Rabbit, Duck!",
68044,Crime Wave,
71343,Split Second,
90206,The Living Desert,
71164,Welcome Mr. Marshall!,
73912,Genevieve,
86902,All I Desire,
102432,A Blueprint for Murder,
3779,Project Moon Base,
79667,Call Me Madam,
74613,The Adultress,
33790,The Captain's Paradise,
173953,Don't Give Up the Sheep,
104126,El bruto,
68067,Escape from Fort Bravo,
64408,The Sun Shines Bright,
86904,Jeopardy,
81250,The Actress,
187409,T.V. of Tomorrow,
78858,Dream Wife,
31655,Inferno,
72681,Anatahan,
25984,The Titfield Thunderbolt,
170409,Island in the Sky,
181849,Working for Peanuts,
59463,The Man Between,
140405,Scared Stiff,
42553,The Master of Ballantrae,
181879,Rugged Bear,
181761,Ben and Me,
89485,The Maze,
77223,The Caddy,
77742,Three Sailors and a Girl,
80661,Beneath the 12-Mile Reef,
105825,Mustasukkaisuus,
181895,The Simple Things,
178743,Dangerous Crossing,
25979,Gun Fury,
84291,Torch Song,
82909,Take the High Ground!,
142080,The Conquest of Everest,
90167,Small Town Girl,
188329,Sestritsa Alyonushka i bratets Ivanushka,
123703,I Love Melvin,
123475,Malta Story,
123326,The Man from the Alamo,
166409,The Sea Around Us,
25981,Man on a Tightrope,
93792,Four Sided Triangle,
92229,I vinti,
79083,Young Bess,
83345,"Bread, Love and Dreams",
84646,All the Brothers Were Valiant,
174897,Neapolitan Turk,
139387,Salome,
127333,Wicked Woman,
127665,Love in the City,
128179,City That Never Sleeps,
146996,The Lady Without Camelias,
104832,The Glass Web,
67896,Law and Order,
106458,The Tiger from Tjampa,
119601,Destination Gobi,
117997,The Sword and the Rose,
129219,The Limping Man,
115873,Paratrooper,
116574,Dangerous When Wet,
91331,Terror on a Train,
80022,Miss Sadie Thompson,
89806,The Proud and the Beautiful,
133970,Pony Express,
142731,Stolen Identity,
140493,Planet Outlaws,
88228,Vice Squad,
89403,The Little Kidnappers,
81738,"Older Brother, Younger Sister",
197313,A Geisha,
181853,Father's Day Off,
181847,Don's Fountain of Youth,
181843,The New Neighbor,
137212,Blowing Wild,
124007,I Love Lucy,
181865,Canvas Back Duck,
104054,The Redhead from Wyoming,
68233,The Man Behind the Gun,
124157,Man in the Attic,
132302,The System,
140369,War Arrow,
141638,Neapolitans in Milan,
87505,The President's Lady,
193535,Bratya Lyu,
193555,Man in the Dark,
84948,Thunder Bay,
190095,Empty Eyes,
152621,Hocuspocus,
190275,The Wayward Wife,
133369,Sincerity,
134006,Wife,
193868,Two Careful Fellows,
200880,The Crimson Curtain,
116475,King of the Khyber Rifles,
162120,Shoot First,
117666,Easy to Love,
147084,The Golden Blade,
115635,Bad Blonde,
166926,Carne de horca,
149971,The Long Memory,
110848,Bright Road,
159660,One Girl's Confession,
160157,The Neanderthal Man,
109193,Me tulemme taas,
198551,The Final Test,
138724,Give a Girl a Break,
135310,The Unfaithfuls,
203200,So You Want a Television Set,
209139,Rimskiy-Korsakov,
206359,House of Blackmail,
166330,Forever Female,
120236,Forbidden,
129421,Jealousy,
163300,The Veils of Bagdad,
163366,Little Boy Lost,
121043,"We, the Women",
164572,Take Me to Town,
116235,Confidentially Connie,
117742,The Fake,
117999,Rob Roy: The Highland Rogue,
170133,The Adventures of Sadie,
130028,The Diamond Queen,
128049,The Glory Brigade,
155932,So This Is Love,
158234,Rue de l'Estrapade,
124653,She Couldn't Say No,
128265,The Stranger Wore a Gun,
124877,Thunder Over the Plains,
153678,Gunsmoke,
125611,A Japanese Tragedy,
155326,Inside a Girls' Dormitory,
123182,Trouble Along the Way,
150445,Operation Diplomat,
160926,Mr. Photographer,
150166,As Long as You're Near Me,
150164,Die Jungfrau auf dem Dach,
122972,The Clown,
122831,Latin Lovers,
158996,So Big,
124408,Last of the Comanches,
124384,The Glass Wall,
124460,White Witch Doctor,
123725,Scandal at Scourie,
124017,Sea Devils,
123921,Julietta,
134224,The Yellow Balloon,
187567,Cangaceiro,
104569,Act of Love,
145216,Arena,
111848,Battle Circus,
146748,La valigia dei sogni,
146722,Cry of the Hunted,
109353,Meet Me at the Fair,
174931,The Milkmaid,
180909,Sombrero,
143809,Il viale della speranza,
181151,Trouble in Store,
144800,City Beneath the Sea,
144798,Seminole,
102779,The Twonky,
102090,The Magnetic Monster,
179257,Both Sides of the Law,
904,Rear Window,
2019,Seven Samurai,
1086,Dial M for Murder,
1945,On the Waterfront,
1019,"20,000 Leagues Under the Sea",
915,Sabrina,
2363,Godzilla,
3675,White Christmas,
2287,Them!,
7234,La Strada,
3930,Creature from the Black Lagoon,
8337,The Caine Mutiny,
6785,Seven Brides for Seven Brothers,
8008,Brigadoon,
35347,Animal Farm,
6237,The Glenn Miller Story,
8188,Sansho the Bailiff,
8618,Johnny Guitar,
4360,There's No Business Like Show Business,
25996,A Star Is Born,
4420,The Barefoot Contessa,
25995,Samurai I: Musashi Miyamoto,
31590,Touchez Pas au Grisbi,
5399,River of No Return,
5085,Carmen Jones,
8410,Suddenly,
31374,Hobson's Choice,
25993,Magnificent Obsession,
8920,The Country Girl,
972,The Last Time I Saw Paris,
175981,Twelve Angry Men,
53835,Journey to Italy,
6426,The Far Country,
69945,The Fast and the Furious,
4192,Demetrius and the Gladiators,
5079,Young at Heart,
3335,Jail Bait,
4319,Apache,
3486,Devil Girl from Mars,
8898,Robinson Crusoe,
3172,Ulysses,
8524,The High and the Mighty,
45611,Vera Cruz,
8462,Executive Suite,
39934,The Bridges at Toko-Ri,
30954,The Naked Jungle,
69911,Senso,
25998,Three Coins in the Fountain,
25991,"The Long, Long Trailer",
8654,Prince Valiant,
79525,Human Desire,
25986,The Belles of St. Trinian's,
25994,Salt of the Earth,
25987,A Story from Chikamatsu,
25990,It Should Happen to You,
86380,Pushover,
62208,Sound of the Mountain,
97819,Witness to Murder,
5149,Cattle Queen of Montana,
84485,Riot in Cell Block 11,
66053,Black Widow,
174095,Devil May Hare,
176619,Zolotaya antilopa,
151941,An Inspector Calls,
67894,Pekka ja Pätkä lumimiehen jäljillä,
75950,The Egyptian,
43813,Broken Lance,
90664,The Gold of Naples,
46901,The Purple Plain,
105178,Killers from Space,
80570,Susan Slept Here,
74337,Désirée,
91770,Private Hell 36,
82194,Track of the Cat,
85231,Twenty-Four Eyes,
53841,Knock on Wood,
165167,Silver Lode,
86181,Late Chrysanthemums,
82030,A Lesson in Love,
142873,O Costa d'África,
41767,Phffft,
117648,Drive a Crooked Road,
79081,Hell and High Water,
135316,An American in Rome,
186961,Garden of Evil,
158655,Miseria e nobiltà,
84467,High and Dry,
164495,True Friends,
88601,Illusion Travels by Streetcar,
71402,3 Ring Circus,
84508,The Raid,
104809,Phantom of the Rue Morgue,
101337,The Snow Creature,
94027,The Woman of Rumour,
184629,Desistfilm,
113109,Gog,
113162,Lowlands,
108968,Betrayed,
56959,The Mad Magician,
85863,Night People,
197933,Claws for Alarm,
197755,Bugs and Thugs,
91995,Gorilla at Large,
153680,Highway Dragnet,
89658,Green Fire,
187383,The Farm of Tomorrow,
187351,Lumber Jack-Rabbit,
70914,Long John Silver,
79395,The Silver Chalice,
109677,The Adventures of Hajji Baba,
175527,Man with a Million,
102180,Casanova's Big Night,
132232,Shield for Murder,
136395,Woman of Rome,
138800,Loophole,
145976,Living It Up,
66006,Beachhead,
198277,Too Bad She's Bad,
106190,Red Garters,
121045,Fear,
129847,Somewhere Under the Broad Sky,
117614,Doctor in the House,
80984,Rogue Cop,
194899,Boo Moon,
140401,The Black Shield of Falworth,
179309,Wuthering Heights,
183347,Dragnet,
181857,The Lone Chipmunks,
181793,Dragon Around,
181791,Grin and Bear It,
125948,Fright to the Finish,
203765,Gyromorphosis,
158344,Cocktails in the Kitchen,
163088,Secret of the Incas,
123731,Mad About Men,
158549,The Sleeping Tiger,
163396,The Vanishing Prairie,
125115,Riding Shotgun,
125279,The Student Prince,
204160,Naked Alibi,
204480,Nineteen Eighty-Four,
152715,The River and Death,
157723,The Miami Story,
180765,Lucky Me,
181851,Grand Canyonscope,
181819,Social Lion,
181797,Spare the Rod,
124997,King Richard and the Crusaders,
124312,World for Ransom,
197963,Stop! Look! And Hasten!,
158980,The Magic City,
177407,The Detective,
158236,Ali Baba and the Forty Thieves,
90118,The Sheep Has Five Legs,
127262,The Count of Monte Cristo,
188075,The Frog Princess,
156529,The Bowery Boys Meet the Monsters,
96960,Tobor the Great,
90314,No Exit,
155247,The Island Monster,
130202,Paid to Kill,
130152,Heat Wave,
128796,"Lovers, Happy Lovers!",
123371,Struggle in the Valley,
161752,Ernst Thälmann - Sohn seiner Klasse,
204060,Francis Joins the WACS,
173567,Peek-a-boo,
160754,Destry,
173033,Crash of Moons,
112206,Blackout,
146854,Dov'è la libertà...?,
146856,Joan of Arc at the Stake,
135314,A Day in Court,
136144,Mid-Century Loves,
136186,The Anatomy of Love,
202021,Hell's Half Acre,
138850,Svengali,
140589,Drums Across the River,
136142,Two Nights with Cleopatra,
205895,The Three Wishes,
205897,Caliph Storch,
206647,Hänsel and Gretel,
206645,Snow White and Rose Red,
206696,Tômei ningen,
137172,Down Three Dark Streets,
196729,A Christmas Carol,
129221,Impulse,
120508,Land of Fury,
121751,Twist of Fate,
147819,The Sea Shall Not Have Them,
147220,The Age of Love,
117654,Drum Beat,
148010,Playgirl,
125229,The Good Die Young,
156303,Valley of the Kings,
155719,Flying Classroom,
125437,Rhapsody,
157907,Black Tuesday,
157719,Overland Pacific,
125083,Ride Clear of Diablo,
124833,Men of the Fighting Lady,
152727,La rebelión de los colgados,
127667,Riviera,
155330,One Step to Eternity,
155328,The Scheming Women,
154309,Go Man Go,
123213,Lease of Life,
123381,The Command,
151149,They Were So Young,
151139,Carnival Story,
151068,On Trial,
128287,The Red and the Black,
124462,Sitting Bull,
151023,The Garden of Women,
150820,The Unholy Four,
150818,The Black Glove,
151021,Woman's World,
123890,"Oh No, Mam'zelle",
185225,Taxi Driver,
187173,Adventure in the Hopfields,
142521,15-Aug,
95109,Athena,
183689,Et slot i et slot: Krogen og Kronborg,
188407,Gabrielle,
107984,Massacre Canyon,
145610,"Theodora, Slave Empress",
105571,Attila,
112204,Bitter Creek,
146750,Frisky,
174381,So This Is Paris,
132642,Target Earth,
180771,Mambo,
180525,Deep in My Heart,
132514,River Beat,
181805,The Flying Squirrel,
181869,Donald's Diary,
143811,Vacation with a Gangster,
144124,Chronicle of Poor Lovers,
177459,Judas' Kiss,
2080,Lady and the Tramp,
1103,Rebel Without a Cause,
933,To Catch a Thief,
3035,Mister Roberts,
949,East of Eden,
7013,The Night of the Hunter,
3549,Guys and Dolls,
4359,The Seven Year Itch,
2184,The Trouble with Harry,
7116,Diabolique,
5602,The Ladykillers,
4298,Rififi,
668,Pather Panchali,
7075,The Court Jester,
1008,Davy Crockett: King of the Wild Frontier,
7614,Oklahoma!,
8094,Bad Day at Black Rock,
982,Picnic,
4426,Kiss Me Deadly,
3678,The Man with the Golden Arm,
7941,Smiles of a Summer Night,
2727,Killer's Kiss,
4767,Abbott and Costello Meet the Mummy,
2656,Tarantula,
4419,All That Heaven Allows,
26007,The Unknown Soldier,
3340,Bride of the Monster,
8451,Blackboard Jungle,
6981,Ordet,
3311,The Man from Laramie,
32469,We're No Angels,
3414,Love Is a Many-Splendored Thing,
2663,It Came from Beneath the Sea,
7338,Richard III,
8447,This Island Earth,
3292,The Big Combo,
7585,Summertime,
55895,The Desperate Hours,
49688,The Dam Busters,
26005,Samurai II: Duel at Ichijoji Temple,
26002,Confidential Report,
7787,To Hell and Back,
136477,One Froggy Evening,
8143,Lola Montès,
8921,The Rose Tattoo,
3126,The End of the Affair,
4324,The Kentuckian,
5037,The Long Gray Line,
32162,My Sister Eileen,
43014,The Quatermass Xperiment,
5795,The Big Knife,
7200,The Court-Martial of Billy Mitchell,
86866,Godzilla Raids Again,
49035,Daddy Long Legs,
6431,Battle Cry,
39818,Il Bidone,
8685,The Miracle of Marcelino,
9003,Conquest of Space,
78111,Artists and Models,
55226,House of Bamboo,
142929,Sissi,
58059,I Live in Fear,
26001,It's Always Fair Weather,
71147,Death of a Cyclist,
71936,There's Always Tomorrow,
71664,Abbott and Costello Meet the Keystone Kops,
47931,The Criminal Life of Archibaldo de la Cruz,
81413,Le Amiche,
41691,A Generation,
80494,The Phenix City Story,
25989,French Cancan,
92204,La Pointe Courte,
44903,Dementia,
70541,Floating Clouds,
32866,Love Me or Leave Me,
99962,The Counterfeit Coin,
70877,Moonfleet,
77217,The Tender Trap,
176617,Zakoldovannyy malchik,
171461,Revenge of the Creature,
87094,Dreams,
71241,The Tall Men,
87220,Violent Saturday,
74857,Strategic Air Command,
74681,Pekka ja Pätkä puistotäteinä,
67359,Illegal,
69444,5 Against the House,
65381,Man with the Gun,
72589,Princess Yang Kwei-fei,
91031,Wichita,
26006,The Seven Little Foys,
73245,Land of the Pharaohs,
26000,The Cobweb,
126937,A Journey to the Beginning of Time,
92176,The Grand Maneuver,
69155,Pete Kelly's Blues,
76692,The Virgin Queen,
47285,The Left Hand of God,
79731,Seven Angry Men,
59836,Blood Alley,
122100,The Sea Chase,
155888,Razzia,
110805,The Glass Slipper,
105821,Cult of the Cobra,
112705,The Beast with a Million Eyes,
89114,The Last Frontier,
89116,Tight Spot,
91446,Run for Cover,
152605,Three Men in the Snow,
82227,A Man Called Peter,
150443,The Colditz Story,
198135,Beanstalk Bunny,
77899,I'll Cry Tomorrow,
84298,Trial,
104776,The Cockleshell Heroes,
111776,The Violent Men,
150441,I Am a Camera,
96792,Kismet,
162556,Footsteps in the Fog,
201682,The Legend of Rockabye Point,
173987,Shree 420,
72870,Taira Clan Saga,
82476,Interrupted Melody,
142192,Female on the Beach,
187081,The Big Bluff,
196525,Tiger Girl,
91692,The Girl in the Red Velvet Swing,
188327,Neobyknovennyy Match,
124164,You're Never Too Young,
125613,She Was Like a Wild Chrysanthemum,
125189,I Died a Thousand Times,
124787,Hit the Deck,
185487,Hell on Frisco Bay,
91069,"Good Morning, Miss Dove",
187261,Knight-Mare Hare,
198471,Designs on Jerry,
66590,The Far Horizons,
70146,Rage at Dawn,
82732,New York Confidential,
175517,Hi-Jack Highway,
203894,The African Lion,
114569,A Bullet for Joey,
104153,Creature with the Atom Brain,
198301,Jumpin' Jupiter,
118006,Doctor at Sea,
168374,Man Without a Star,
168308,"Laterna, Ftoheia Kai Filotimo",
165755,The Bespoke Overcoat,
114142,Cast a Dark Shadow,
48127,Not as a Stranger,
116547,Soldier of Fortune,
80950,The Private War of Major Benson,
185565,Congreso en Sevilla,
84372,The Rains of Ranchipur,
190909,There Was Once a King...,
193553,Women's Prison,
188243,Khrabryy zayats,
179145,A Flirtatious Woman,
181789,Up a Tree,
132745,The Naked Street,
122501,The Indian Fighter,
160199,No Man's Woman,
125207,The Prisoner,
205577,The Night My Number Came Up,
157731,Teen-Age Crime Wave,
156832,Gentlemen Marry Brunettes,
128051,White Feather,
97711,The White Angel,
125009,Underwater!,
143813,Scandal in Sorrento,
181809,Beezy Bear,
181807,Bearly Asleep,
181799,No Hunting,
69687,Irena do domu!,
136148,Il segno di Venere,
176511,The Miller's Beautiful Wife,
69195,Many Rivers to Cross,
196795,Don Camillo e l'on. Peppone,
124591,Untamed,
188805,Zalacaín el aventurero,
193773,Bloody Spear at Mount Fuji,
154194,Der Struwwelpeter,
140577,The Battle of Gettysburg,
141102,Devdas,
190277,Abandoned,
190515,Heroes of Shipka,
142965,Beautiful Days,
156535,High Society,
204258,Wiretapper,
146972,Forbidden,
150594,The Deep Blue Sea,
161754,Ernst Thälmann - Führer seiner Klasse,
204554,A Life at Stake,
122391,Murder Is My Beat,
165009,Day the World Ended,
122621,Man of the Moment,
167318,The Littlest Outlaw,
110788,Jupiter's Darling,
123729,Liliomfi,
159839,The Night Holds Terror,
123923,School for Love,
174467,Private Ivan,
136180,The Art of Getting Along,
136164,A Hero of Our Times,
198263,Ready.. Set.. Zoom!,
135037,The Bachelor,
198317,Cookin' with Gags,
203166,Pyos i kot,
207576,Dobrý voják Svejk,
164312,Battle Taxi,
165405,Cinderella,
121743,Postmark for Danger,
146974,Toto and Carolina,
118185,Escapade,
118003,Above Us the Waves,
148026,Foxfire,
148024,Six Bridges to Cross,
170137,John and Julie,
116983,The Gun That Won the West,
156531,Bowery to Bagdad,
156915,"Rio, 40 Degrees",
156197,Sudden Danger,
157727,Chicago Syndicate,
128053,Seven Cities of Gold,
158240,Seminole Uprising,
124655,The Scarlet Coat,
153682,The Crooked Web,
126162,"Spring, Autumn and Love",
125585,Three Cases of Murder,
127620,Torpedo Zone,
161570,Magic Fire,
161422,Alias John Preston,
160930,Drop the Curtain,
123339,Tower of Lust,
162208,Jedda the Uncivilized,
124123,Son of Sinbad,
128289,Marguerite de la nuit,
123830,House on the Waterfront,
123541,Wee Geordie,
123925,Lady Chatterley's Lover,
185197,Double Jeopardy,
141313,Tarzan's Hidden Jungle,
134695,It's a Dog's Life,
190019,Hill 24 Doesn't Answer,
188245,Snegovik-pochtovik,
88427,Count Three and Pray,
141678,Meet the Governor,
188799,Ten Wanted Men,
106382,Bedevilled,
175491,The Last Command,
131320,Fort Yuma,
105565,Sincerely Yours,
110880,New Orleans Uncensored,
173015,King Dinosaur,
108542,Wyoming Renegades,
181825,You and Your Sense of Touch,
98943,The Prodigal,
143948,"Sons, Mothers and a General",
132864,Gang Busters,
144792,The Magnificent Matador,
177461,Shadow of a Man,
177911,Tall Man Riding,
101935,A Lawless Street,
2664,Invasion of the Body Snatchers,
1301,Forbidden Planet,
2565,The King and I,
2183,The Man Who Knew Too Much,
3365,The Searchers,
2726,The Killing,
952,Around the World in 80 Days,
7386,The Ten Commandments,
948,Giant,
2967,The Bad Seed,
2182,The Wrong Man,
62049,1984,
6357,High Society,
47721,The Red Balloon,
8684,A Man Escaped,
26003,Night and Fog,
4429,Moby Dick,
5333,Bob le Flambeur,
6918,Aparajito,
2665,Earth vs. the Flying Saucers,
5640,Godzilla: King of the Monsters!,
4046,Friendly Persuasion,
5392,Bus Stop,
6516,Anastasia,
4433,Written on the Wind,
2667,The Mole People,
3845,...And God Created Woman,
6064,The Harder They Fall,
5090,The Hunchback of Notre Dame,
5975,War and Peace,
8153,Lust for Life,
5550,Love Me Tender,
26012,Samurai III: Duel at Ganryu Island,
6231,The Benny Goodman Story,
7580,The Man in the Gray Flannel Suit,
2666,It Conquered the World,
66547,Bigger Than Life,
8194,Baby Doll,
3585,The Great Locomotive Chase,
26010,Carousel,
5966,A Kiss Before Dying,
5143,The Lone Ranger,
26009,The Burmese Harp,
820,Death in the Garden,
33905,Somebody Up There Likes Me,
3878,X the Unknown,
8236,While the City Sleeps,
9002,Alexander the Great,
49766,The Man Who Never Was,
141822,Carnival in Moscow,
6926,The Solid Gold Cadillac,
6439,Attack,
47601,7 Men from Now,
5491,The Eddy Duchin Story,
46765,The Girl Can't Help It,
83193,Early Spring,
47196,The Rainmaker,
26013,Rodan,
8136,Indestructible Man,
45550,Beyond a Reasonable Doubt,
8403,Helen of Troy,
71178,Street of Shame,
33191,Jubal,
154678,The Twelve Months,
82313,Nightfall,
53774,The Mystery of Picasso,
102535,Sissi: The Young Empress,
88574,Four Bags Full,
129941,The Killers,
126066,Broom-Stick Bunny,
53916,Tea and Sympathy,
73114,Pursuit of the Graf Spee,
173321,Maksim Perepelitsa,
73109,Trapeze,
95570,Crazed Fruit,
7246,The Violent Years,
85014,Autumn Leaves,
7828,The Rack,
64522,Patterns,
72092,23 Paces to Baker Street,
35807,The Teahouse of the August Moon,
82335,The Silent World,
170641,Vesna na Zarechnoy ulitse,
151810,The Ogre of Athens,
79321,Crime of Passion,
